carat,x,y,z,price
-0.5241134520135243,-0.38439309167215396,-0.41791219778521627,-0.36651976344606924,1637.0
-0.5710571917392085,-0.47894888560871385,-0.45600810181307533,-0.4735701951847445,1250.0
-1.0874383287217346,-1.329951031037756,-1.3607858224747276,-1.222923217355473,506.0
-1.2282695478987873,-1.6136184128474365,-1.5988852226488466,-1.5287815937516889,419.0
0.8607268698941588,0.9582991822270008,0.9154444431898495,1.0098429303369023,3898.0
-0.7118884109162611,-0.6396937353008662,-0.6845835259802298,-0.6264993833828526,1302.0
-1.0170227191332084,-1.1313838637709797,-1.113162446293644,-1.1311657044366088,940.0
1.071973698659738,1.3081556197922737,1.2868795074614747,0.9945500115170919,5056.0
-0.24245101365941923,-0.07235897168150524,-0.017905205492696454,-0.030075549410231595,2323.0
1.2832205274253168,1.289244461004962,1.163067819370933,1.4380446572916048,4864.0
-0.5241134520135243,-0.37493751227849814,-0.3036244857016399,-0.36651976344606924,1384.0
0.5555925616772118,0.6368094828426963,0.7440128750644841,0.7345703915803079,4389.0
-0.21897914379657712,-0.05344781289419276,-0.017905205492696454,-0.04536846823004206,3271.0
-0.5945290616020507,-0.4978600443960263,-0.5417238858757589,-0.44298435754512294,1758.0
1.0015580890712115,1.0528549761635615,1.1059239633291449,1.0098429303369023,6819.0
-0.9466071095446822,-1.0651948080153872,-1.036970638237926,-1.0547011103375543,663.0
1.6118267055051059,1.374344675547866,1.2964034834684401,1.3768729820123615,10800.0
-0.054676054756682586,0.15457493376623946,0.21067021867445712,0.1075607199680653,2594.0
0.3443457329116331,0.5327981095124806,0.4868655228764352,0.5204695281029567,4128.0
0.6964237808542646,0.8353766501094727,0.8106807071132368,0.8416208233189831,5253.0
0.8372550000313173,1.0339438173762492,1.0773520353082504,0.7957420668595504,5243.0
-0.6180009314648928,-0.5640491001516179,-0.5321999098687935,-0.5347418704639877,2682.0
0.6260081712657382,0.7597320149602245,0.7249649230505542,0.6122270410218215,5410.0
0.0861551644203701,0.15457493376623946,0.2297181706883871,0.27578282698598444,2481.0
0.5555925616772118,0.7124541179919446,0.7916327550993077,0.5663482845623894,9740.0
-0.7823040205047874,-0.6964272116628027,-0.7226794300080889,-0.8406002468602031,1234.0
0.3678176027744752,0.5517092682997923,0.6011532349600124,0.6428128786614431,5758.0
-0.8292477602304718,-0.8288053231739867,-0.8083952140707715,-0.8253073280403926,639.0
0.5555925616772118,0.6746318004173204,0.648773114994836,0.6886916351208758,5174.0
0.5790644315400539,0.7219096973856003,0.686869019022695,0.7651562292199294,6951.0
0.5790644315400539,0.7691875943538811,0.7440128750644841,0.749863310400119,5995.0
-1.0639664588588926,-1.1975729195265712,-1.1798302783423977,-1.284094892634716,865.0
0.5790644315400539,0.608442744661728,0.648773114994836,0.749863310400119,7974.0
-1.0639664588588926,-1.2259396577075394,-1.1988782303563268,-1.2993878114545272,816.0
1.2128049178367906,1.1568663494937772,1.1154479393361094,1.2239437938142528,5161.0
1.0485018287968957,1.2514221434303379,1.1725917953778984,0.9639641738774696,5556.0
-1.0874383287217346,-1.3394066104314117,-1.313165942439904,-1.3299736490941487,421.0
-1.0874383287217346,-1.2921287134631319,-1.3226899184468686,-1.2535090549950945,675.0
-1.0874383287217346,-1.2921287134631319,-1.3226899184468686,-1.2535090549950945,778.0
-0.7823040205047874,-0.7437051086310826,-0.6941075019871943,-0.8558931656800143,671.0
2.926251417824263,2.121335447646692,2.1630853001022334,2.1262260041830894,7959.0
0.5790644315400539,0.6557206416300088,0.5916292589530479,0.8263279044991727,4672.0
-0.054676054756682586,0.14511935437258364,0.10590648259784531,0.2604899081661733,1632.0
0.5790644315400539,0.8731989676840968,0.905920467182885,0.38283325872465973,5185.0
0.5555925616772118,0.6462650622363522,0.686869019022695,0.7651562292199294,5005.0
1.1423893082482641,1.213599825855714,1.182115771384863,1.1627721185350097,11088.0
-0.8996633698189979,-0.9706390140788274,-0.9322069021613133,-0.9170648409592574,1212.0
0.602536301402896,0.7124541179919446,0.7725848030853786,0.78044914803974,4932.0
-0.3598103629736298,-0.21419266258634503,-0.1893367736180627,-0.15241889996871802,2403.0
0.8137831301684751,0.8731989676840968,0.924968419196814,0.9486712550576591,4645.0
-0.14856353420805105,0.03165240164871129,0.05828660256302169,-0.04536846823004206,3092.0
-1.0639664588588926,-1.1786617607392595,-1.1607823263284678,-1.238216136175284,901.0
0.39128947263731734,0.5517092682997923,0.5249614269042943,0.5816412033821998,5879.0
0.39128947263731734,0.7029985385982888,0.7725848030853786,0.38283325872465973,3946.0
-0.5945290616020507,-0.41275982985312143,-0.522675933861829,-0.5041560328243662,1836.0
-0.5945290616020507,-0.45058214742774555,-0.40838822177825174,-0.6570852210224741,1090.0
-0.7823040205047874,-0.7531606880247385,-0.8083952140707715,-0.794721490400771,1064.0
0.6260081712657382,0.7502764355665686,0.7916327550993077,0.8416208233189831,4382.0
-1.181325808173103,-1.471784721942596,-1.4655495585513403,-1.437024080832824,452.0
2.1986234520761583,1.7998457482623873,1.89641397190722,1.8968322218859281,12311.0
-1.0170227191332084,-1.1313838637709797,-1.1226864223006086,-1.238216136175284,463.0
-0.5475853218763664,-0.4411265680340897,-0.40838822177825174,-0.44298435754512294,1639.0
0.39128947263731734,0.5800760064807605,0.5630573309321533,0.5816412033821998,5375.0
0.790311260305633,1.0339438173762492,0.9916362512455676,0.8263279044991727,6166.0
0.3443457329116331,0.4571534743632324,0.35352985877892884,0.5663482845623894,4081.0
1.7291860548193165,1.6485564779638908,1.69641047576096,1.392165900832172,9342.0
0.4851769520886855,0.6840873798109762,0.6582970910018014,0.6581057974812542,3802.0
-1.0874383287217346,-1.2732175546758193,-1.2655460624050803,-1.2993878114545272,838.0
1.7526579246821588,1.4972672076653943,1.5440268596495237,1.6062667643095225,14976.0
-0.5475853218763664,-0.45058214742774555,-0.4369601497991462,-0.4123985199055013,1690.0
-1.0639664588588926,-1.1786617607392595,-1.1607823263284678,-1.3146807302743377,421.0
-0.8292477602304718,-0.8760832201422666,-0.8655390701125606,-0.8406002468602031,1007.0
-1.0404945889960504,-1.2637619752821636,-1.2464981103911503,-1.1770444608960409,645.0
-0.8527196300933136,-0.9139055377168908,-0.8655390701125606,-0.8406002468602031,1017.0
-1.181325808173103,-1.5096070395172199,-1.4845975105652693,-1.4981957561120673,657.0
-1.0874383287217346,-1.329951031037756,-1.370309798481692,-1.2688019738149057,911.0
-1.0874383287217346,-1.3583177692187234,-1.3226899184468686,-1.238216136175284,622.0
0.602536301402896,0.8731989676840968,0.6963929950296605,0.8263279044991727,10867.0
